,Text,Positive,Negative,Neutral,Compound,Username,Time Zone,Timestamp,Time,Year,Month,Day,Hour,Minute
5753,marquei como visto the good doctor - 1x1 - burnt food https://t.co/p5m1gnd1vr #bancodeseries,0.225,0.0,0.775,0.4404,demsgorgon,Pacific Time (US & Canada),1.50999e+12,11/6/17 8:34,2017,11,6,8,34
5754,marquei como visto the good doctor - 1x2 - mount rushmore https://t.co/ynwiw9ffgr #bancodeseries,0.225,0.0,0.775,0.4404,demsgorgon,Pacific Time (US & Canada),1.50999e+12,11/6/17 8:34,2017,11,6,8,34
5755,marquei como visto the good doctor - 1x1 - burnt food https://t.co/fe1bwjskex #bancodeseries,0.225,0.0,0.775,0.4404,MahSGoncalves,America/Recife,1.50999e+12,11/6/17 9:01,2017,11,6,9,1
5756,marquei como visto the good doctor - 1x2 - mount rushmore https://t.co/8mzxn7sexm #bancodeseries,0.225,0.0,0.775,0.4404,MahSGoncalves,America/Recife,1.50999e+12,11/6/17 9:02,2017,11,6,9,2
5757,i've just watched episode s01e01 of the good doctor! #gooddoctor https://t.co/o2b0we9dg3 #tvtime,0.225,0.0,0.775,0.4926,c0ntradicted,Amsterdam,1.50999e+12,11/6/17 9:02,2017,11,6,9,2
5758,i've just watched episode s01e06 of the good doctor! #gooddoctor   https://t.co/5o6nulzl1s #tvtime,0.225,0.0,0.775,0.4926,TUBXX,Pacific Time (US & Canada),1.50999e+12,11/6/17 9:29,2017,11,6,9,29
5759,i've just watched episode s01e01 of the good doctor! #gooddoctor  https://t.co/xey11qpyu6 #tvtime,0.225,0.0,0.775,0.4926,Alanoudaw,Baghdad,1.50999e+12,11/6/17 10:04,2017,11,6,10,4
5760,i've just watched episode s01e02 of the good doctor! #gooddoctor https://t.co/ivpifuldpo #tvtime,0.225,0.0,0.775,0.4926,c0ntradicted,Amsterdam,1.50999e+12,11/6/17 11:00,2017,11,6,11,0
5761,what do you think of the good doctor on abc? https://t.co/5thz6mvsug,0.225,0.0,0.775,0.4404,HandinHandQC,Central Time (US & Canada),1.51e+12,11/6/17 11:16,2017,11,6,11,16
5762,i've just watched episode s01e03 of the good doctor! #gooddoctor https://t.co/i9zmc4k48m #tvtime,0.225,0.0,0.775,0.4926,c0ntradicted,Amsterdam,1.51e+12,11/6/17 11:46,2017,11,6,11,46
5763,i've just watched episode s01e06 of the good doctor! https://t.co/a64x6yrsyv #tvtime https://t.co/fjoxfsob5g,0.225,0.0,0.775,0.4926,Fieldofireflies,London,1.51e+12,11/6/17 13:15,2017,11,6,13,15
5764,@arabqoute stranger things âù_. walking deadâù_. the good doctor_Ÿ‘ç. gunpowder _Ÿ‘€,0.225,0.0,0.775,0.4404,milinkovi7,None,1.51001e+12,11/6/17 14:07,2017,11,6,14,7
5765,@althaiaaa i saw your twin on the show called the good doctor,0.225,0.0,0.775,0.4404,Thugsammie,Mountain Time (US & Canada),1.51001e+12,11/6/17 14:23,2017,11,6,14,23
5766,i've just watched episode s01e04 of the good doctor!  https://t.co/k2fygrrgpd #tvtime https://t.co/98hwmuksqe,0.225,0.0,0.775,0.4926,handwrotten,Brasilia,1.51001e+12,11/6/17 14:26,2017,11,6,14,26
5767,i've just watched episode s01e01 of the good doctor! #gooddoctor https://t.co/it3gqefxp3 #tvtime,0.225,0.0,0.775,0.4926,DaniielaCorreia,Brasilia,1.51001e+12,11/6/17 14:38,2017,11,6,14,38
5768,@kaity_holland i'm wondering too. where is our show the good doctor,0.225,0.0,0.775,0.4404,PatriciaBarnhi7,None,1.51001e+12,11/6/17 15:01,2017,11,6,15,1
5769,cada ep de the good doctor eh um tirp diferente nossa,0.225,0.0,0.775,0.4404,handwrotten,Brasilia,1.51001e+12,11/6/17 15:18,2017,11,6,15,18
5770,@jacksfilms what are your the thoughts on the good doctor? #jackask,0.225,0.0,0.775,0.4404,howdidyouescape,None,1.51001e+12,11/6/17 15:23,2017,11,6,15,23
5771,i've just watched episode s01e06 of the good doctor! https://t.co/epaxvgmnag #tvtime https://t.co/rguse3e9xy,0.225,0.0,0.775,0.4926,smendes1d,Quito,1.51001e+12,11/6/17 15:32,2017,11,6,15,32
5772,i always rely on #thegooddoctor to make my mondays better _Ÿ˜_ https://t.co/ogpiatkq7e,0.225,0.0,0.775,0.4404,MagalyM_14,None,1.51001e+12,11/6/17 15:45,2017,11,6,15,45
5773,the good doctor - episode 1.08 - apple - press release https://t.co/azjbvkfcaa via @followistic,0.225,0.0,0.775,0.4404,princessexcess,Pacific Time (US & Canada),1.51001e+12,11/6/17 15:46,2017,11,6,15,46
5774,i've just watched episode s01e03 of the good doctor! #gooddoctor  https://t.co/b5bdvkiu3u #tvtime,0.225,0.0,0.775,0.4926,_larissaluciano,Santiago,1.51001e+12,11/6/17 15:54,2017,11,6,15,54
5775,i've just watched episode s01e06 of the good doctor!  https://t.co/mefvwzrcbt #tvtime https://t.co/yr3bg7b8yb,0.225,0.0,0.775,0.4926,handwrotten,Brasilia,1.51001e+12,11/6/17 16:08,2017,11,6,16,8
5776,i've just watched episode s01e01 of the good doctor! https://t.co/yukns9w4ja #tvtime https://t.co/sfcls7svbd,0.225,0.0,0.775,0.4926,carolemy,Brasilia,1.51002e+12,11/6/17 17:13,2017,11,6,17,13
5777,i've just watched episode s01e06 of the good doctor! https://t.co/x11ipr9akn #tvtime https://t.co/dehawynf2k,0.225,0.0,0.775,0.4926,citcsmila,Pacific Time (US & Canada),1.51002e+12,11/6/17 17:25,2017,11,6,17,25
5778,the new episode of the good doctor is out tonight yesss,0.225,0.0,0.775,0.4404,yvesaintcurIs,Pacific Time (US & Canada),1.51002e+12,11/6/17 17:28,2017,11,6,17,28
5780,sooooo is the good doctor not having an episode tonight orrrrrrr,0.225,0.0,0.775,0.4404,cim5_,None,1.51002e+12,11/6/17 17:58,2017,11,6,17,58
5781,meet dr. mcratings: good doctor's freddie highmore scrubs in https://t.co/zvjwsadht7 young,0.225,0.0,0.775,0.4404,TheNewsBreaker,Pacific Time (US & Canada),1.51002e+12,11/6/17 18:09,2017,11,6,18,9
5782,i've just watched episode s01e02 of the good doctor! https://t.co/fc0tdt8o7o #tvtime https://t.co/zlrcpv0ctx,0.225,0.0,0.775,0.4926,carolemy,Brasilia,1.51002e+12,11/6/17 18:17,2017,11,6,18,17
5783,time to take a break from studying and watch the good doctor,0.225,0.0,0.775,0.4404,Montemayor_15,None,1.51002e+12,11/6/17 18:57,2017,11,6,18,57
5784,the #gooddoctor is such a great show it makes me cry every single time.,0.225,0.17,0.604,0.25,von4lyfe,Central Time (US & Canada),1.51002e+12,11/6/17 19:01,2017,11,6,19,1
5785,i've just watched episode s01e06 of the good doctor!  https://t.co/zcxjltekcn #tvtime https://t.co/uqlfpntoez,0.225,0.0,0.775,0.4926,angelsteph,Central Time (US & Canada),1.51002e+12,11/6/17 19:05,2017,11,6,19,5
5786,i've just watched episode s01e06 of the good doctor!  https://t.co/vx0eww5wqg #tvtime https://t.co/udquk37urz,0.225,0.0,0.775,0.4926,panteraun,Brasilia,1.51003e+12,11/6/17 19:32,2017,11,6,19,32
5787,@gooddoctorabc the all new show... till robin puts somet3 else on than the following week maybe will be the good doctor. we hope!,0.225,0.0,0.775,0.7263,Dtidefan,None,1.51003e+12,11/6/17 19:40,2017,11,6,19,40
5788,@abduljayy how to get away with murder(highly recommended)/the good doctor/riverdale/grey's anatomy/suits,0.225,0.0,0.775,0.4404,notbayla,Pacific Time (US & Canada),1.51003e+12,11/6/17 20:01,2017,11,6,20,1
5789,i've just watched episode s01e06 of the good doctor!  https://t.co/xg6gkuvcdp #tvtime https://t.co/8ukw84osto,0.225,0.0,0.775,0.4926,goalshay,Brasilia,1.51003e+12,11/6/17 20:07,2017,11,6,20,7
5790,why are so many people watching â€˜the good doctorâ€™ https://t.co/878gbjohps https://t.co/j6yxzaudvv,0.225,0.0,0.775,0.4404,bryannaguilar,Eastern Time (US & Canada),1.51003e+12,11/6/17 20:32,2017,11,6,20,32
5791,why are so many people watching â€˜the good doctorâ€™? https://t.co/uxrjfwhc01 https://t.co/aaerpwxocm,0.225,0.0,0.775,0.4404,TV__Newz,Paris,1.51003e+12,11/6/17 20:35,2017,11,6,20,35
5792,i've just watched episode s01e05 of the good doctor! #gooddoctor  https://t.co/cmr2acutlx #tvtime,0.225,0.0,0.775,0.4926,MaleDestef,Brasilia,1.51003e+12,11/6/17 21:01,2017,11,6,21,1
5793,why are so many people watching â€˜the good doctorâ€™? https://t.co/dbubetfwle https://t.co/xke7futndx,0.225,0.0,0.775,0.4404,TV__Newz,Paris,1.51003e+12,11/6/17 21:07,2017,11,6,21,7
5794,why are so many people watching â€˜the good doctorâ€™? https://t.co/1jpmmc8ocb https://t.co/r8hbqduxsr,0.225,0.0,0.775,0.4404,CultureWrld,Pacific Time (US & Canada),1.51003e+12,11/6/17 21:19,2017,11,6,21,19
5795,i've just watched episode s01e04 of the good doctor! #gooddoctor  https://t.co/0syjbkzesv #tvtime,0.225,0.0,0.775,0.4926,severus_stark,None,1.51003e+12,11/6/17 21:25,2017,11,6,21,25
5796,i've just watched episode s01e05 of the good doctor! #gooddoctor  https://t.co/gjana7h2on #tvtime,0.225,0.0,0.775,0.4926,severus_stark,None,1.51003e+12,11/6/17 21:25,2017,11,6,21,25
5797,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/ub5pfakqe4 #tvtime,0.225,0.0,0.775,0.4926,severus_stark,None,1.51003e+12,11/6/17 21:26,2017,11,6,21,26
5798,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/gnnjadqikv #tvtime,0.225,0.0,0.775,0.4926,MaleDestef,Brasilia,1.51003e+12,11/6/17 21:42,2017,11,6,21,42
5799,jus wanna watch the good doctor so i can go to bed.,0.225,0.0,0.775,0.4404,Enyawd_da_Great,Eastern Time (US & Canada),1.51004e+12,11/6/17 22:12,2017,11,6,22,12
5800,canâ€™t wait to go home and watch the good doctor _Ÿ˜_,0.225,0.0,0.775,0.4404,siladi_ydnic,None,1.51004e+12,11/6/17 22:18,2017,11,6,22,18
5801,eu com the good doctor  the shannara chronicles  riverdale e dynasty https://t.co/whzmww8knl,0.225,0.0,0.775,0.4404,obros3y,None,1.51004e+12,11/6/17 22:41,2017,11,6,22,41
5802,i've just watched episode s01e02 of the good doctor! #gooddoctor https://t.co/qpxasqtm7v #tvtime,0.225,0.0,0.775,0.4926,happilylola,Athens,1.51004e+12,11/6/17 23:13,2017,11,6,23,13
5804,guys... the good doctor... get on it. i think thatâ€™s might be too much for my emotions  but also too good not to watch!,0.225,0.0,0.775,0.7263,Deeahnaah,Pacific Time (US & Canada),1.51004e+12,11/6/17 23:45,2017,11,6,23,45
5807,@julia201291 tried it couldnâ€™t get into it _Ÿ˜‚â€™the good doctorâ€™ is good  about an autistic guy that does his surgical residency _Ÿ_—,0.225,0.0,0.775,0.7003,LouAmps,London,1.51004e+12,11/7/17 0:23,2017,11,7,0,23
5808,the good doctor seems to be on channel 7 rather than #thesecretdaughter?,0.225,0.0,0.775,0.4404,LovedayJourno,Sydney,1.51005e+12,11/7/17 1:42,2017,11,7,1,42
5810,â€œthis is better than having a baby in my carâ€ù _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ #thegooddoctor,0.225,0.0,0.775,0.4404,greysfan,Sydney,1.51005e+12,11/7/17 2:23,2017,11,7,2,23
5812,the good doctor: tue 31 oct  season 1 episode 1 https://t.co/2pqeuh1voc via @yahooplus7,0.225,0.0,0.775,0.4404,GuroPokemon,None,1.51005e+12,11/7/17 2:31,2017,11,7,2,31
5814,i've just watched the good doctor s01e01 #gooddoctor  https://t.co/oleqal4zy7 #tvtime https://t.co/lhpq9ycw9m,0.225,0.0,0.775,0.4404,IIMALII_,Riyadh,1.51006e+12,11/7/17 3:53,2017,11,7,3,53
5815,i've just watched the good doctor s01e02 #gooddoctor  https://t.co/ufrp3cwjfe #tvtime https://t.co/ka8iwx2wli,0.225,0.0,0.775,0.4404,IIMALII_,Riyadh,1.51006e+12,11/7/17 3:55,2017,11,7,3,55
5817,i've just watched the good doctor s01e03 #gooddoctor  https://t.co/1m0x5fsf68 #tvtime https://t.co/ip9zz69nca,0.225,0.0,0.775,0.4404,IIMALII_,Riyadh,1.51006e+12,11/7/17 4:27,2017,11,7,4,27
5818,a7la tv show chfta f 7yati hu the good doctor b9e7 yjnn,0.225,0.0,0.775,0.4404,manxouri,Pacific Time (US & Canada),1.51006e+12,11/7/17 4:59,2017,11,7,4,59
5819,why is there not a new episode of the good doctor? #devastated,0.225,0.0,0.775,0.4404,PhillyGG,Eastern Time (US & Canada),1.51006e+12,11/7/17 5:27,2017,11,7,5,27
5820,as usual  the good doctor was ahead of his time. https://t.co/kawx2rz6ye,0.225,0.0,0.775,0.4404,GigliottiAJ,None,1.51006e+12,11/7/17 5:31,2017,11,7,5,31
5821,i've just watched episode s01e02 of the good doctor! https://t.co/4kttcprzkx #tvtime https://t.co/uf6nqpurlp,0.225,0.0,0.775,0.4926,iradeef,Riyadh,1.51006e+12,11/7/17 5:59,2017,11,7,5,59
5822,shet next week pa ang next episode ng the good doctor,0.225,0.0,0.775,0.4404,maykelmendoza13,Pacific Time (US & Canada),1.51006e+12,11/7/17 6:17,2017,11,7,6,17
5823,loyizy's movie update the good doctor: season one viewer votes https://t.co/5jfsn92all,0.225,0.0,0.775,0.4404,bellolilian1,London,1.51007e+12,11/7/17 6:30,2017,11,7,6,30
5824,marquei como visto the good doctor - 1x1 - burnt food https://t.co/3kaexfckgi #bancodeseries,0.225,0.0,0.775,0.4404,ovictormarques,Brasilia,1.51007e+12,11/7/17 7:08,2017,11,7,7,8
5825,i've just watched episode s01e06 of the good doctor! #gooddoctor https://t.co/fxdmhk1img #tvtime,0.225,0.0,0.775,0.4926,c0ntradicted,Amsterdam,1.51007e+12,11/7/17 8:26,2017,11,7,8,26
5826,4 minutes into â€œthe good doctorâ€ù and iâ€™m already on edge. _Ÿ™„,0.225,0.0,0.775,0.4404,hairbysamiejay,None,1.51007e+12,11/7/17 8:45,2017,11,7,8,45
5827,marquei como visto the good doctor - 1x1 - burnt food https://t.co/gugyoijtq3 #bancodeseries,0.225,0.0,0.775,0.4404,Priscillamagal,Brasilia,1.51007e+12,11/7/17 9:09,2017,11,7,9,9
5828,marquei como visto the good doctor - 1x2 - mount rushmore https://t.co/ppzuwtkuwx #bancodeseries,0.225,0.0,0.775,0.4404,Priscillamagal,Brasilia,1.51007e+12,11/7/17 9:09,2017,11,7,9,9
5829,#thegooddoctor @gooddoctorabc @hulu just can't get enough of a good thing https://t.co/t8x8jofm0s,0.225,0.0,0.775,0.4404,lunfer4ever,Central Time (US & Canada),1.51008e+12,11/7/17 9:39,2017,11,7,9,39
5830,i've just watched episode s01e02 of the good doctor! #gooddoctor  https://t.co/4fz4l0tqcs #tvtime,0.225,0.0,0.775,0.4926,coldplayperfec,Brasilia,1.51008e+12,11/7/17 9:44,2017,11,7,9,44
5831,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/rsjajcdfsv #tvtime,0.225,0.0,0.775,0.4926,Alanoudaw,Baghdad,1.51008e+12,11/7/17 9:48,2017,11,7,9,48
5832,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/6pzu4ql4e8 #tvtime,0.225,0.0,0.775,0.4926,Alanoudaw,Baghdad,1.51008e+12,11/7/17 9:49,2017,11,7,9,49
5833,plexpy (genesis) the good doctor was recently added to plex. https://t.co/cuzjwyvg0l,0.225,0.0,0.775,0.4404,starksclub,None,1.51008e+12,11/7/17 10:26,2017,11,7,10,26
5834,i've just watched episode s01e06 of the good doctor! https://t.co/j0tveqxpdh #tvtime https://t.co/1j4on3ktai,0.225,0.0,0.775,0.4926,bitchytozierr,Pacific Time (US & Canada),1.51008e+12,11/7/17 11:23,2017,11,7,11,23
5835,@callumborchers @marcylauren paul was probably â€˜messingâ€™ around with the good doctorâ€™s wife !!,0.225,0.0,0.775,0.5399,AlbertGoldie,Newfoundland,1.51008e+12,11/7/17 11:39,2017,11,7,11,39
5836,after finishing this stk work i wanna watch the good doctor _Ÿ“__Ÿ__,0.225,0.0,0.775,0.4404,thisisreaaasups,Pacific Time (US & Canada),1.51008e+12,11/7/17 11:43,2017,11,7,11,43
5837,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/s7a4h3bapw #tvtime,0.225,0.0,0.775,0.4926,Kanamlah,Riyadh,1.51008e+12,11/7/17 11:45,2017,11,7,11,45
5838,i've just watched episode s01e06 of the good doctor! https://t.co/ggvguargpd #tvtime https://t.co/38ocm4mfh4,0.225,0.0,0.775,0.4926,juh_mayumi,Brasilia,1.51008e+12,11/7/17 11:52,2017,11,7,11,52
5839,i've just watched episode s01e06 of the good doctor! https://t.co/4amzcu6olz #tvtime https://t.co/2amfprqrdi,0.225,0.0,0.775,0.4926,ludydias,Brasilia,1.51008e+12,11/7/17 11:57,2017,11,7,11,57
5840,i've just watched episode s01e04 of the good doctor! #gooddoctor  https://t.co/4fz7353fd4 #tvtime,0.225,0.0,0.775,0.4926,jemcarzstairs,Brasilia,1.51009e+12,11/7/17 12:13,2017,11,7,12,13
5845,the good doctor _Ÿ‘Œ_Ÿè_ i'm hooked from the 1st episode _Ÿ‘è_Ÿè_,0.225,0.0,0.775,0.4404,Masha3ilsalem,Riyadh,1.51009e+12,11/7/17 13:47,2017,11,7,13,47
5846,i rated the good doctor: point three percent (s1.e5) 10/10  #imdb https://t.co/y0trpaoedc,0.225,0.0,0.775,0.4404,fawazJuhani,None,1.51009e+12,11/7/17 14:16,2017,11,7,14,16
5847,i've just watched episode s01e01 of the good doctor! https://t.co/2ksewkbm2e #tvtime https://t.co/z9kk42unlz,0.225,0.0,0.775,0.4926,twdeadsx,Mid-Atlantic,1.51009e+12,11/7/17 14:19,2017,11,7,14,19
5848,i've just watched episode s01e02 of the good doctor! #gooddoctor https://t.co/tszkbxacso #tvtime,0.225,0.0,0.775,0.4926,DaniielaCorreia,Brasilia,1.51009e+12,11/7/17 14:30,2017,11,7,14,30
5849,i've just watched episode s01e02 of the good doctor! #gooddoctor  https://t.co/gg14uhnjmk #tvtime,0.225,0.0,0.775,0.4926,matheussvb,None,1.51027e+12,11/9/17 14:13,2017,11,9,14,13
5850,ur daily dose to close the night...by the good doctor. https://t.co/rso8wkno3q,0.225,0.0,0.775,0.4404,stephenmzyn,Eastern Time (US & Canada),1.51027e+12,11/9/17 15:22,2017,11,9,15,22
5851,i've just watched episode s01e05 of the good doctor! #gooddoctor https://t.co/66krnsozov #tvtime,0.225,0.0,0.775,0.4926,lovingwf,Mid-Atlantic,1.51027e+12,11/9/17 15:29,2017,11,9,15,29
5852,i've just watched episode s01e02 of the good doctor! https://t.co/yffa8be004 #tvtime https://t.co/ceza56tj3i,0.225,0.0,0.775,0.4926,kp276,None,1.51027e+12,11/9/17 15:29,2017,11,9,15,29
5853,i've just watched episode s01e04 of the good doctor! https://t.co/64f5msligm #tvtime https://t.co/csi4lvybkq,0.225,0.0,0.775,0.4926,xnara91,None,1.51027e+12,11/9/17 15:33,2017,11,9,15,33
5854,i've just watched episode s01e05 of the good doctor! https://t.co/qazrk8miy4 #tvtime https://t.co/uuksxal17m,0.225,0.0,0.775,0.4926,sestragriffin,Brasilia,1.51027e+12,11/9/17 16:07,2017,11,9,16,7
5855,i've just watched episode s01e06 of the good doctor! https://t.co/ckrelmnxtb #tvtime https://t.co/oecfp8o1rs,0.225,0.0,0.775,0.4926,xnara91,None,1.51027e+12,11/9/17 16:32,2017,11,9,16,32
5856,quick hits: macgyver season 2  the good doctor  star season 2 castings https://t.co/nwnauahqak,0.225,0.0,0.775,0.4404,ATisdaleUpdate,Pacific Time (US & Canada),1.51027e+12,11/9/17 16:34,2017,11,9,16,34
5857,will the good doctor be on netflix? https://t.co/i5vowqsrli via @netflixlifee https://t.co/yp9gal39jw,0.225,0.0,0.775,0.4404,FanSided_ENT,None,1.51027e+12,11/9/17 16:38,2017,11,9,16,38
5858,i've just watched episode s01e04 of the good doctor! https://t.co/e2foj3xixf #tvtime https://t.co/hqywrftt3i,0.225,0.0,0.775,0.4926,kp276,None,1.51027e+12,11/9/17 16:44,2017,11,9,16,44
5859,i've just watched episode s01e05 of the good doctor! https://t.co/zuy2dpxp2o #tvtime https://t.co/enrndawifm,0.225,0.0,0.775,0.4926,jillaustein,Mountain Time (US & Canada),1.51027e+12,11/9/17 16:45,2017,11,9,16,45
5860,i've just watched episode s01e04 of the good doctor! #gooddoctor  https://t.co/n9u92ygrva #tvtime,0.225,0.0,0.775,0.4926,matheussvb,None,1.51028e+12,11/9/17 16:50,2017,11,9,16,50
5861,just watched s01e06 of the good doctor #gooddoctor  https://t.co/n0fjpfwt06 #tvtime https://t.co/v6cdbuthnb,0.225,0.0,0.775,0.4404,Lady_Junky,Pacific Time (US & Canada),1.51028e+12,11/9/17 16:57,2017,11,9,16,57
5862,i've just watched episode s01e06 of the good doctor!  https://t.co/pcs6lt7zgs #tvtime https://t.co/kvjkcplbdc,0.225,0.0,0.775,0.4926,agaatafelix,Brasilia,1.51028e+12,11/9/17 17:02,2017,11,9,17,2
5863,i've just watched episode s01e06 of the good doctor! https://t.co/ww6ppouyau #tvtime https://t.co/cpllvjb8ia,0.225,0.0,0.775,0.4926,sestragriffin,Brasilia,1.51028e+12,11/9/17 17:14,2017,11,9,17,14
5864,take a few hours of your time and watch the good doctor.,0.225,0.0,0.775,0.4404,TheCowKiller_,Pacific Time (US & Canada),1.51028e+12,11/9/17 17:51,2017,11,9,17,51
5865,i've just watched episode s01e05 of the good doctor! #gooddoctor  https://t.co/osslnuuqhy #tvtime,0.225,0.0,0.775,0.4926,matheussvb,None,1.51028e+12,11/9/17 17:52,2017,11,9,17,52
5866,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/i2b4yuy8yj #tvtime,0.225,0.0,0.775,0.4926,matheussvb,None,1.51028e+12,11/9/17 18:42,2017,11,9,18,42
5867,i've just watched episode s01e03 of the good doctor! https://t.co/twsj9tujlw #tvtime https://t.co/m1knmld6t1,0.225,0.0,0.775,0.4926,davbrunini,Santiago,1.51029e+12,11/9/17 19:55,2017,11,9,19,55
5868,the read headed kid on the good doctor preview is my cousin guys!!,0.225,0.0,0.775,0.5399,kepnerscohan,None,1.51029e+12,11/9/17 21:11,2017,11,9,21,11
5870,oreo thins and the good doctor to finish the night _Ÿ˜´,0.225,0.0,0.775,0.4404,Sanchez3225,Hawaii,1.51029e+12,11/9/17 22:12,2017,11,9,22,12
5871,binged watched every episode of the good doctor today. #thegooddoctor #abc,0.225,0.0,0.775,0.4404,jpotter0130,None,1.5103e+12,11/9/17 23:02,2017,11,9,23,2
5872,'the good doctor' is the most underrated show of the year.,0.225,0.0,0.775,0.4404,basit_sb,None,1.5103e+12,11/10/17 0:46,2017,11,10,0,46
5873,i've just watched episode s01e01 of the good doctor! #gooddoctor  https://t.co/vfiysffuct #tvtime,0.225,0.0,0.775,0.4926,KellyO666,London,1.5103e+12,11/10/17 1:01,2017,11,10,1,1
5874,i've just watched episode s01e02 of the good doctor! #gooddoctor  https://t.co/dvoapybhq9 #tvtime,0.225,0.0,0.775,0.4926,KellyO666,London,1.51031e+12,11/10/17 1:33,2017,11,10,1,33
5875,i've just watched episode s01e04 of the good doctor! https://t.co/ev4pczqkfz #tvtime https://t.co/at5osfwnbl,0.225,0.0,0.775,0.4926,yazeedalibdan,None,1.51031e+12,11/10/17 2:25,2017,11,10,2,25
5876,torn between reading a book and watching the good doctor _Ÿ™ƒ,0.225,0.155,0.62,0.2263,uyedelrosario,International Date Line West,1.51032e+12,11/10/17 5:50,2017,11,10,5,50
5877,i rated the good doctor: burnt food (s1.e1) 8/10 on #imdb.  https://t.co/nyapuwbpqw,0.225,0.0,0.775,0.4404,Lioness_Lea,Pacific Time (US & Canada),1.51032e+12,11/10/17 6:15,2017,11,10,6,15
5878,i've just watched episode s01e06 of the good doctor! #gooddoctor https://t.co/gidvi434v7 #tvtime,0.225,0.0,0.775,0.4926,lovingwf,Mid-Atlantic,1.51033e+12,11/10/17 7:00,2017,11,10,7,0
5881,@verafarmingdale @carbonellnestor @freddiehighmore wait is that from the good doctor? _Ÿ‘€,0.225,0.0,0.775,0.4404,htgawlucifer,None,1.51033e+12,11/10/17 7:28,2017,11,10,7,28
5883,marquei como visto the good doctor - 1x2 - mount rushmore https://t.co/xh0pr4noul #bancodeseries,0.225,0.0,0.775,0.4404,SADGALRlRI,Brasilia,1.51033e+12,11/10/17 8:09,2017,11,10,8,9
5884,i've just watched episode s01e05 of the good doctor! #gooddoctor https://t.co/sdkhozamjc #tvtime,0.225,0.0,0.775,0.4926,wolfiesmiller,America/Sao_Paulo,1.51033e+12,11/10/17 8:35,2017,11,10,8,35
5885,i've just watched episode s01e06 of the good doctor! #gooddoctor https://t.co/k5vb9y6hkd #tvtime,0.225,0.0,0.775,0.4926,Ciso_Silva,Brasilia,1.51033e+12,11/10/17 8:48,2017,11,10,8,48
5886,i've just watched episode s01e01 of the good doctor! https://t.co/4hoyjnynn1 #tvtime https://t.co/vnunhedklo,0.225,0.0,0.775,0.4926,Moafaq_1,None,1.51034e+12,11/10/17 10:01,2017,11,10,10,1
5887,i've just watched episode s01e03 of the good doctor! https://t.co/2u3q3szndh #tvtime https://t.co/4fjd1lzzyd,0.225,0.0,0.775,0.4926,reema_hamid7,Hawaii,1.51034e+12,11/10/17 11:32,2017,11,10,11,32
5888,i've just watched episode s01e05 of the good doctor! #gooddoctor  https://t.co/igpow9mzdt #tvtime,0.225,0.0,0.775,0.4926,sharmanight,Hawaii,1.51034e+12,11/10/17 12:15,2017,11,10,12,15
5889,i've just watched episode s01e03 of the good doctor! https://t.co/oen7t4rstm #tvtime https://t.co/xrkgd52zwm,0.225,0.0,0.775,0.4926,hstowlinson,Pacific Time (US & Canada),1.51035e+12,11/10/17 13:37,2017,11,10,13,37
5890,i've just watched episode s01e06 of the good doctor! #gooddoctor  https://t.co/wxvrh8sd7s #tvtime,0.225,0.0,0.775,0.4926,sharmanight,Hawaii,1.51035e+12,11/10/17 13:41,2017,11,10,13,41
5891,i've just watched episode s01e05 of the good doctor! #gooddoctor  https://t.co/q2j8cty5up #tvtime,0.225,0.0,0.775,0.4926,ohwowcat,Pacific Time (US & Canada),1.51035e+12,11/10/17 14:18,2017,11,10,14,18
5893,i've just watched episode s01e06 of the good doctor! https://t.co/qyvofo3qmi #tvtime https://t.co/538qemzq1f,0.225,0.0,0.775,0.4926,kp276,None,1.51035e+12,11/10/17 14:56,2017,11,10,14,56
5894,i've just watched episode s01e03 of the good doctor! https://t.co/tlzpw8v0fq #tvtime https://t.co/jh4z8gphdj,0.225,0.0,0.775,0.4926,plmddsjoao,Brasilia,1.51036e+12,11/10/17 15:25,2017,11,10,15,25
5895,i've just watched episode s01e03 of the good doctor! https://t.co/j8l6qjzjzu #tvtime https://t.co/mqxbzqm58m,0.225,0.0,0.775,0.4926,bIacklantern,Pacific Time (US & Canada),1.51036e+12,11/10/17 15:36,2017,11,10,15,36
5896,i've just watched episode s01e06 of the good doctor! https://t.co/n9wzmpagzp #tvtime https://t.co/tdqw7yk2i2,0.225,0.0,0.775,0.4926,moongirwl,Brasilia,1.51036e+12,11/10/17 16:14,2017,11,10,16,14
5897,i've just watched episode s01e05 of the good doctor! https://t.co/tbcvxwiy6h #tvtime https://t.co/vfq6eq7fyo,0.225,0.0,0.775,0.4926,bIacklantern,Pacific Time (US & Canada),1.51036e+12,11/10/17 16:31,2017,11,10,16,31
